,Pagetag,Sentence
1997,RStones,"The Rolling Stones were scheduled to play at a free concert for Blackhill Enterprises in London's Hyde Park, two days after Jones' death; they decided to go ahead with the show as a tribute to him."
1998,RStones,"The concert, their first with new guitarist Mick Taylor, was performed in front of an estimated 250,000 fans."
1999,RStones,"A Granada Television production team filmed the performance, which was broadcast on British television as The Stones in the Park."
2000,RStones,"Blackhill Enterprises stage manager Sam Cutler introduced the Rolling Stones on to the stage by announcing: ""Let's welcome the Greatest Rock and Roll Band in the World."""
2001,RStones,Cutler repeated the introduction throughout their 1969 US tour.
2002,RStones,"Jagger read an excerpt from Shelley's poem Adonaïs, an elegy written on the death of his friend John Keats."
2003,RStones,"They released thousands of butterflies in memory of Jones before opening their set with ""I'm Yours and I'm Hers"", a Johnny Winter number."
2004,RStones,"Also performed, but previously unheard by the audience, were ""Midnight Rambler"" and ""Love in Vain"" from their forthcoming album Let It Bleed (released December 1969) and ""Give Me A Drink"", which eventually appeared on Exile on Main St. (released May 1972) as ""Loving Cup""."
2005,RStones,"The show also included the concert debut of ""Honky Tonk Women"", which had been released the previous day."
2006,RStones,The Stones' last album of the sixties was Let It Bleed which reached No.
2007,RStones,1 in the UK and No.
2008,RStones,3 in the US.
2009,RStones,"It featured ""Gimme Shelter"" with guest lead female vocals by Merry Clayton (sister of Sam Clayton, of the American rock band Little Feat)."
2010,RStones,"Other tracks include ""You Can't Always Get What You Want"" (with accompaniment by the London Bach Choir, who initially asked that their name be removed from the album's credits after apparently being ""horrified"" by the content of some of its other material, but later withdrew this request), ""Midnight Rambler"" as well as a cover of Robert Johnson's ""Love in Vain""."
2011,RStones,Jones and Taylor are both featured on the album.
2012,RStones,"Just after the US tour ended, the band performed at the Altamont Free Concert at the Altamont Speedway, about fifty miles (80 km) east of San Francisco."
2013,RStones,The Hells Angels biker gang provided security.
2014,RStones,"A fan, Meredith Hunter, was stabbed and beaten to death by the Angels after they realised he was armed."
2015,RStones,"Part of the tour, and the Altamont concert, was documented in Albert and David Maysles' film Gimme Shelter."
2016,RStones,"In response to the growing popularity of bootleg recordings (in particular Live'r Than You'll Ever Be, recorded during the 1969 tour), the album Get Yer Ya-Ya's Out!"
2017,RStones,was released in 1970.
2018,RStones,Critic Lester Bangs declared it the best ever live album.
2019,RStones,It reached No.
2020,RStones,1 in the UK and No.
2021,RStones,6 in the US.
2022,RStones,"At the end of the decade the band appeared on the BBC's review of the sixties music scene Pop Go the Sixties, performing ""Gimme Shelter"", which was broadcast live on 31 December 1969."
2023,RStones,"The following year, the band wanted out of contracts with both Klein and Decca, but still owed them a Jagger/Richards credited single."
2024,RStones,"To get back at the label and fulfil their final contractual obligation, the band came up with the track ""Schoolboy Blues""—deliberately making it as crude as they could in hopes of forcing Decca to keep it ""in the vaults""."
2025,RStones,"Amid contractual disputes with Klein, they formed their own record company, Rolling Stones Records."
2026,RStones,"Sticky Fingers, released in March 1971, the band's first album on their own label, featured an elaborate cover designed by Andy Warhol."
2027,RStones,It was an Andy Warhol photograph of a man from the waist down in tight jeans featuring a functioning zipper.
2028,RStones,"When unzipped, it revealed the subject's underwear, imprinted with a saying— ""This Is Not Etc."""
2029,RStones,In some markets an alternate cover was released because of the perceived offensive nature of the original at the time.
2030,RStones,"Sticky Fingers' cover was the first to feature the logo of Rolling Stones Records, which effectively became the band's logo."
2031,RStones,It consisted of a pair of lips with a lapping tongue.
2032,RStones,Designer John Pasche created the logo following a suggestion by Jagger to copy the out stuck tongue of the Hindu goddess Kali.
2033,RStones,"Critic Sean Egan has said of the logo, ""Without using the Stones' name, it instantly conjures them, or at least Jagger, as well as a certain lasciviousness that is the Stones' own ..."
2034,RStones,"It quickly and deservedly became the most famous logo in the history of popular music."""
2035,RStones,"The tongue and lips design was part of a package that VH1 named the ""No."
2036,RStones,"1 Greatest Album Cover"" of all time in 2003."
2037,RStones,"The album contains one of their best-known hits, ""Brown Sugar"", and the country-influenced ""Dead Flowers""."
2038,RStones,"""Brown Sugar"" and ""Wild Horses"" were recorded at Alabama's Muscle Shoals Sound Studio during the 1969 American tour."
2039,RStones,The album continued the band's immersion into heavily blues-influenced compositions.
2040,RStones,"The album is noted for its ""loose, ramshackle ambience"" and marked Mick Taylor's first full release with the band."
2041,RStones,Sticky Fingers reached number one in both the UK and the US.
2042,RStones,The Stones' Decca catalogue is currently owned by Klein's ABKCO label.
2043,RStones,"In 1968, the Stones, acting on a suggestion by pianist Ian Stewart, put a control room in a van and created a mobile recording studio so they would not be limited to the standard 9–5 operating hours of most recording studios."
2044,RStones,"The band lent the mobile studio to other artists, including Led Zeppelin, who used it to record Led Zeppelin III (1970) and Led Zeppelin IV (1971)."
2045,RStones,"Deep Purple immortalised the mobile studio itself in the song ""Smoke on the Water"" with the line ""the Rolling truck Stones thing just outside, making our music there""."
2046,RStones,"Following the release of Sticky Fingers, the Rolling Stones left England after receiving advice from their financial manager Prince Rupert Loewenstein."
2047,RStones,He recommended they go into tax exile before the start of the next financial year.
2048,RStones,"The band had learned, despite being assured that their taxes were taken care of, they had not been paid for seven years and the UK government was owed a relative fortune."
2049,RStones,"The Stones moved to the South of France, where Richards rented the Villa Nellcôte and sublet rooms to band members and their entourage."
2050,RStones,"Using the Rolling Stones Mobile Studio, they held recording sessions in the basement."
2051,RStones,"They completed the new tracks, along with material dating as far back as 1969, at Sunset Studios in Los Angeles."
2052,RStones,"The resulting double album, Exile on Main St., was released in May 1972, and reached number one in both the US and the UK."
2053,RStones,Given an A+ grade by critic Robert Christgau and disparaged by Lester Bangs—who reversed his opinion within months—Exile is now accepted as one of the Stones' best albums.
2054,RStones,The films Cocksucker Blues (never officially released) and Ladies and Gentlemen: The Rolling Stones (released in 1974) document the subsequent highly publicised 1972 North American Tour.
2055,RStones,"The band's double compilation, Hot Rocks 1964–1971, was released in 1972; it reached No."
